RECNUMB,SN,SENSE,INITTF,NOMLEX1TF,NOMLEX2TF,NOMLEX3TF,NOMLEX4TF,NOMLEX5TF,VERBLEX1TF,VERBLEX2TF,VERBLEX3TF,VERBLEX4TF,VERBLEX5TF,PARTLEX1TF,PARTLEX2TF,PARTLEX3TF,QUESTLEXTF,QUESTLE2TF,DEICTIC1TF,INTERJ1TF,INTERJ2TF,INTERJ3TF,COMPTF,BLENDTF,DIRTF,BEGINDIRTF,ENDDIRTF,ORIENTTF,BODYLOCTF,AUSLEXTF,REGLEXTF,RESTRICT,GENSIGN,MARGINAL,VARLEXTF,NTHTF,STHTF,NSWTF,VICTF,QLDTF,WATF,SATF,TASTF,CATHSCHTF,STATESCHTF,ANGCONGTF,CATHOLICTF,JWTF,OTHERELTF,PROPNAMETF,BODYACTTF,SENSEACTTF,MINDACTTF,ANIMALTF,LINGACTTF,METALANGTF,FEELINGSTF,JUDGETF,QUALITYTF,QUANTITYTF,PEOPLETF,COLORSTF,SHAPESTF,EDUCATETF,FOODSTF,DRINKSTF,COOKINGTF,GOVTF,HEALTHTF,MONEYTF,ORDERTF,MATHSTF,FURNTF,ROOMSTF,UTENSILSTF,GROOMTF,CLOTHESTF,BODYPARTTF,FAMILYTF,WORKTF,SEXTF,CITYTF,LOCDIRTF,SHOPTF,NATURETF,ARTSTF,SPORTSTF,HOBBIESTF,RELIGIONTF,AUTOSTF,TIMETF,DAYSTF,SEASONSTF,TRAVELTF,ONEHAND,TWOHAND,DOUBLEHND,ALTERNATE,DOMHNDSH,SUBHNDSH,LOCPRIM,LOCSECOND,SYM,PARA,DOMONLY,OPAQUETF,OBSCURETF,TRANSLTF,TRANSPTF,ASLLOANTF,BSLLOANTF,SALUTATION,DEAFNESS,LAW,TELECOMMUN,ENGTF1,ENGTF2,ENGTF3,ENGTF4,ENGTF5,ENGTF6,ENGTF7,ENGTF8,ENGTF9,ENGTF10,ENGTF11,ENGTF12,ANT1TF,ANT2TF,ANT3TF,CF1TF,CF2TF,CF3TF,SYN1TF,SYN2TF,SYN3TF,MATTERTF,DEICTIC1,DEICTIC2,DEICTIC3,DEICTIC4,DEICTIC2TF,DEICTIC3TF,DEICTIC4TF,COMP,BLEND,QUERIES,NOMLEX1,NOMLEX2,NOMLEX3,NOMLEX4,NOMLEX5,GENMEAN,INTERJ1,INTERJ2,INTERJ3,PARTLEX1,PARTLEX2,PARTLEX3,QUESTLEX,QUESTLEX2,ENGLISH1,ENGLISH2,ENGLISH3,ENGLISH4,ENGLISH5,ENGLISH6,ENGLISH7,ENGLISH8,ENGLISH9,ENGLISH10,ENGLISH11,ENGLISH12,VERBLEX1,VERBLEX2,VERBLEX3,VERBLEX4,VERBLEX5,IDGLOSS,ANT1,ANT2,ANT3,CF1,CF2,CF3,SYN1,SYN2,SYN3,OLDENTRY
8.9000000000000000e+01,1.6100000000000000e+02,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. An oven or cooker which cooks food very quickly by short-wave radiation rather than by heat. English = microwave, microwave oven.",,,,,,,,,,,,,,"microwave","microwave oven",,,,,,,,,,,"1. To cook in a microwave oven. English = microwave.",,,,,"microwave",,,,"oven.1",,,,,,"Popular explanation: microwaves being emitted."
9.0000000000000000e+01,1.6200000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.7000000000000000e+01,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,0,0,0,,,"Evidently derived from ASL 'office' (which is the ASL sign 'room' initialised with 'o'). In the process of borrowing, the sign has become modified.","1. A room or a part of a building where people work sitting at desks. English = office.",,,,,,,,,,,,,,"office",,,,,,,,,,,,,,,,,"office",,,,"work.1a",,,"secretary",,,
9.1000000000000000e+01,1.6400000000000000e+02,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.6000000000000000e+01,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,,,,0,0,0,,,,,,,,,"The act of emptying the contents of one small container into another, especially a liquid, or any thing or any action directly or indirectly associated with this.",,,,,,,,,"tip","pour",,,,,,,,,,,"1. To turn a container sideways so that a liquid flows out of it. English = tip, pour.",,,,,"tip.into",,,,"science.1a","pourer",,"pour.from","pour.into",,"Popular explanation: pouring from one container into another."
9.2000000000000000e+01,1.6600000000000000e+02,,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.6000000000000000e+01,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. The study of the nature and behaviour of natural things and the knowledge that we obtain about them. English = science.","2. An expert who does work in one of the sciences. English = scientist.",,,,,,,,,,,,,"science","scientist","scientific",,,,,,,,,,"1. To relate to science or to a particular science. English = (be) scientific.","2. To do something in a systematic way, using experiments and tests. English = (be) scientific.",,,,"science.1a",,,,"pourer","pour.into","pour.from",,,,"Popular explanation: pouring from one container into another."
9.3000000000000000e+01,1.6800000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.6000000000000000e+01,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. A small, soft, round fruit with yellowish-orange flesh and a stone inside. English = apricot.",,,,,,,,,,,,,,"apricot",,,,,,,,,,,,,,,,,"apricot",,,,,,,,,,"Popular explanation: breaking open an apricot."
9.4000000000000000e+01,1.6900000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,0.0000000000000000e+00,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. The substance on the land surface of the earth in which plants grow. English = soil, earth, dirt.",,,,,,,,,,,,,,"soil","earth","dirt",,,,,,,,,,,,,,,"soil",,,,,,,,,,"Popular explanation: crumbling soil with one's fingers."
9.5000000000000000e+01,1.7000000000000000e+02,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. Someone who juggles things in order to entertain people. English = juggler.",,,,,,,,,,,,,,"juggler","juggle",,,,,,,,,,,"1. To throw things into the air, catching each one and throwing it up again so that there are several of them in the air at the same time. English = juggle.",,,,,"juggle",,,,,,,,,,"Popular explanation: juggling."
9.6000000000000000e+01,1.7100000000000000e+02,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,,0,0,0,,,,"1. Excess material, time, money, or energy that is not used at all or not used properly when it should have been. English = waste.",,,,,,,,,,,,,,"waste","squander",,,,,,,,,,,"1. To use too much material, time, money, or energy on something that is not important or necessary. English = waste. Formal English = squander.",,,,,"waste","stash",,,"spoil.1a","yearn",,,,,
9.7000000000000000e+01,1.7300000000000000e+02,,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,,,,"1. A plan showing how much money a person or organisation has available and how it should be spent, or the design of such a plan. English = budget, budgeting.","2. In a particular country or region, the system according to which money, industry, and trade are organised there, as well as the wealth that it gets from this system. English = economy.","3. The study of the way in which money, industry, and trade are organised in a particular country. English = economics.",,,,,,,,,,,,"budget","budgeting","economy","economics","economic",,,,,,,,"1. To plan carefully how much money you are going to spend on each thing you want. English = budget.","2. Of or relating to the organisation of money, industry, and trade of a country, region, or social group. English = (be) economic.",,,,"budgeting",,,,"fund",,,,,,
9.8000000000000000e+01,1.7400000000000000e+02,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,0,0,0,,,,,,,,,"The action of throwing something up in the air, such as a ball, or any thing or action directly or indirectly associated with this, such as the action of throwing up your hands or arms as a gesture of 'giving up'.",,,,,,,,,"give up","yield","retire","give in","surrender","retire",,,,,,,"1. To stop doing or having something. English = give up.","2. To admit that you cannot do something and stop trying to do it. English = give up.","3. To admit that you are defeated or cannot do something. English = give up, give in, surrender. Formal English = yield.","4. Especially of older people, to leave a job and usually to stop working altogether. English = retire.",,"give.up",,,,"retire.1a","surrender",,,,,"Popular explanation: the gesture of giving up."
9.9000000000000000e+01,1.7600000000000000e+02,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,"ignite","burst into flames",,,,,,,,,,,"1. Of something flammable, to suddenly catch fire. English = ignite. Idiomatic English = burst into flames.",,,,,"burst.into.flames",,,,,,,,,,
1.0000000000000000e+02,1.7700000000000000e+02,,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. The act of causing a liquid to flow over the edge of a container. English = spill, spillage.","2. The spreading of people or objects over a wide area or of ideas and objects amongst a large number of people. English = dispersal, dissemination.","3. An occurrence of a disease which affects a large number of people and which spreads quickly. English = epidemic.",,,,,,,,,,,,"spill","spillage","dispersal","dissemination","spread","spread out","disperse","disseminate","epidemic",,,,"1. Of a liquid, to accidentally flow over the edge of a container. English = spill.","2. Of a substance, to be opened out or arranged over a large place or surface, or to cover a large part of the surface of something. English = spread, spread out, spread over.","3. Of objects or ideas, to gradually reach or affect a larger and larger area, or more and more people. English = spread. Formal English = disperse, disseminate.","4. Of objects, to be far apart and to cover a large area. English = to be spread out.",,"spill",,,,"spread.1",,,,,,"Popular explanation: to go from one place out in all directions."
1.0100000000000000e+02,1.7900000000000000e+02,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.6000000000000000e+01,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,0,0,,,,"1. A long, round, hollow object, usually made of metal or plastic, through which a liquid or gas can flow. English = pipe.","2. A long, thin, straight object made of metal, wood, or some other hard substance. English =  pole, bar, rod.","3. A qualification gained by passing a course of study at a university or college. English = degree, diploma.",,,"Any medium-sized, horizontal cylindrical object, such as a pipe, pole, bar, or rod, or any thing or any action directly or indirectly associated with this, such as a degree or diploma.",,,,,,,,,"pipe","pole","bar","rod","degree","diploma",,,,,,,,,,,,"pipe.2a",,,,,,,"pole.1a","certificate.1a",,"Popular explanation: the outline of a pipe."
1.0200000000000000e+02,1.8200000000000000e+02,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. A person who removes things from the end of the process line in a factory and places them in packets or boxes. English = packer.",,,,,,,,,,,,,,"pack","packer","pack up",,,,,,,,,,"1. To put your belongings into a bag, because you are leaving a place or going on holiday. English = pack, pack up.","2. To work as a packer in a process line in a factory.",,,,"pack",,,,"put.1a",,,,,,"Popular explanation: putting things into a suitcase."
1.0300000000000000e+02,1.8300000000000000e+02,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,"put away","pack up","arrange",,,,,,,,,,"1. To put a number of things into the place where they are normally kept, for example in a cupboard or drawer. English = put away, pack up.","2. To put a number of things, such as work materials on a desk, into particular positions, usually in order to make them look attractive or tidy. English = arrange.",,,,"put.away",,,,"place.1a",,,,,,"Popular explanation: taking things from a central point and putting them away."
1.0400000000000000e+02,1.8400000000000000e+02,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,,,,"1. A country in south eastern Europe, called Greece.",,,,,,,,,,,,,,"Greece","Greek",,,,,,,,,,,"1. To come from or relate to Greece. English = (be) Greek.",,,,,"Greece.2",,,,,,,"Greece.1",,,
1.0500000000000000e+02,1.8600000000000000e+02,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,"move",,,,,,,,,,,,"1. To formally propose something at a meeting so that everyone present can vote for or against it. English = move.","2. To go and live in a different house, taking your possessions with you. English = move.",,,,"move-motion.1",,,,"second.1",,,"move.motion.2","move",,
1.0600000000000000e+02,1.8800000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.7000000000000000e+01,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. A soft, sweet fruit full of tiny seeds. It grows on trees in hot countries. English = fig.",,,,,,,,,,,,,,"fig",,,,,,,,,,,,,,,,,"fig",,,,,,,,,,
1.0700000000000000e+02,1.8900000000000000e+02,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.7000000000000000e+01,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. A small brush that you use for cleaning your nails. English = nail-brush.",,,,,,,,,,,,,,"nail-brush",,,,,,,,,,,,"1. To use a nail brush.",,,,,"nail-brush",,,,,,,,,,"Popular explanation: holding and using a nail brush."
1.0800000000000000e+02,1.9100000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.6000000000000000e+01,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,0,0,0,,,,"1. The large bright lights at the front of a car. English = headlights.",,,,,,,,,,,,,,"headlights",,,,,,,,,,,,,,,,,"headlights",,,,"blinkers.1a","emit",,,,,"Popular explanation: two low-set light sources."
1.0900000000000000e+02,1.9200000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0000000000000001e-01,1.0000000000000001e-01,1.5000000000000000e+01,2.6000000000000000e+01,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. A pipe which carries the gas out of an engine and out of a car. English = exhaust, exhaust pipe.",,,,,,,,,,,,,,"exhaust pipe","exhaust",,,,,,,,,,,,,,,,"exhaust pipe",,,,,,,,,,"Popular explanation: fumes from a pipe."
1.1000000000000000e+02,1.9300000000000000e+02,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0000000000000001e-01,1.1000000000000001e+00,1.4000000000000000e+01,2.6000000000000000e+01,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,0,0,0,,,,"1. Everything which affects a person in their daily life, for example the place where they live, the people around them, and the things that they experience. English = environment.","2. The natural world of land, sea, air, plants, and animals that exists outside of towns and cities. English = environment.",,,,,,,,,,,,,"environment","environmental",,,,,,,,,,,"1. To be concerned with or to relate to either the surroundings in which a person or animal lives, or the natural world as a whole. English = environmental.",,,,,"environment",,,,"culture.1a","situation",,,,,
1.1100000000000000e+02,1.9500000000000000e+02,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0000000000000001e-01,1.1000000000000001e+00,1.4000000000000000e+01,2.7000000000000000e+01,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,"transfer",,,,,,,,,,,,"1. To move something from one place to another. English = transfer.","2. To move something from one person or group of people to another. English = transfer.","3. To move to a different place or job within an organisation. English = transfer.",,,"transfer",,,,"put.1a",,,,,,"Popular explanation: take from one place and put in another."
1.1200000000000000e+02,1.9600000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0000000000000001e-01,1.1000000000000001e+00,1.4000000000000000e+01,2.7000000000000000e+01,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,,,,"1. A device which produces light. It consists of a light bulb (usually covered by a lamp shade) at the end of a lamp stand. English = lamp.",,,,,,,,,,,,,,"lamp",,,,,,,,,,,,,,,,,"lamp",,,,,,,"open.up",,,"Popular explanation: a light on a pole."
1.1300000000000000e+02,1.9700000000000000e+02,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0000000000000001e-01,1.1000000000000001e+00,1.4000000000000000e+01,2.7000000000000000e+01,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,"1. A lamp attached to a clock or telephone that you can set to flash so that it wakes you up or gets your attention at a particular time, or flashes when the phone rings. It is mostly used by deaf people. English = flashing-light alarm.",,,,,,,,,,,,,,"alarm","flashing-light alarm",,,,,,,,,,,,,,,,"flashing-light.alarm",,,,,,,,,,"Popular explanation: a flashing lamp."
